a,b,road_km
Jabalpur,Kalaburagi,883.427
Jabalpur,Kanpur,455.880
Jabalpur,Karnal,913.669
Jabalpur,Karur,1632.054
Jabalpur,Kochi,1840.860
Jabalpur,Kolhapur,1127.299
Jabalpur,Kolkata,1120.094
Jabalpur,Kollam,1981.139
Jabalpur,Korba,398.118
Jabalpur,Kota,607.163
Jabalpur,Kozhikode,1716.039
Jabalpur,Kurnool,1002.937
Jabalpur,Latur,787.126
Jabalpur,Lucknow,537.868
Jabalpur,Ludhiana,1087.454
Jabalpur,Madurai,1774.591
Jabalpur,Mangaluru,1578.016
Jabalpur,Mathura,634.789
Jabalpur,Meerut,911.199
Jabalpur,Moradabad,819.549
Jabalpur,Mumbai,1051.742
Jabalpur,Muzaffarnagar,967.943
Jabalpur,Muzaffarpur,751.524
Jabalpur,Mysuru,1508.816
Jabalpur,Nagercoil,1990.461
Jabalpur,Nagpur,271.799
Jabalpur,Nanded,686.973
Jabalpur,Nashik,899.566
Jabalpur,Nellore,1183.773
Jabalpur,Pathankot,1257.470
Jabalpur,Patiala,1030.643
Jabalpur,Patna,691.255
Jabalpur,Prayagraj,366.733
Jabalpur,Puducherry,1526.150
Jabalpur,Pune,953.666
Jabalpur,Purnia,986.554
Jabalpur,Raipur,350.802
Jabalpur,Rajamahendravaram,974.667
Jabalpur,Rajapalayam,1857.552
Jabalpur,Rajkot,1096.200
Jabalpur,Ranchi,743.213
Jabalpur,Ratlam,630.528
Jabalpur,Rewa,231.522
Jabalpur,Rohtak,852.109
Jabalpur,Rourkela,675.297
Jabalpur,Saharanpur,1041.733
Jabalpur,Salem,1539.459
Jabalpur,Sambalpur,562.639
Jabalpur,Satna,202.757
Jabalpur,Saugor,159.483
Jabalpur,Shillong,1618.900
Jabalpur,Shimla,1145.088
Jabalpur,Shivamogga,1414.301
Jabalpur,Sholapur,925.752
Jabalpur,Silchar,1705.758
Jabalpur,Siliguri,1110.905
Jabalpur,Sitapur,632.016
Jabalpur,Sonipat,836.805
Jabalpur,Srinagar,1564.886
Jabalpur,Surat,923.782
Jabalpur,Thanjavur,1669.651
Jabalpur,Thiruvananthapuram,2059.192
Jabalpur,Thrissur,1771.418
Jabalpur,Tiruchirappalli,1664.278
Jabalpur,Tirunelveli,1909.098
Jabalpur,Tirupati,1321.364
Jabalpur,Tiruppur,1635.256
Jabalpur,Tumkur,1332.014
Jabalpur,Udaipur,839.792
Jabalpur,Udupi,1525.086
Jabalpur,Ujjain,532.052
Jabalpur,Vadodara,843.601
Jabalpur,Varanasi,466.034
Jabalpur,Vellore,1398.842
Jabalpur,Vijayawada,964.422
Jabalpur,Visakhapatnam,930.069
Jabalpur,Warangal,717.603
Jaipur,Jalandhar,564.314
Jaipur,Jalgaon,835.150
Jaipur,Jammu,782.854
Jaipur,Jamnagar,903.613
Jaipur,Jamshedpur,1369.522
Jaipur,Jhansi,445.871
Jaipur,Jodhpur,335.051
Jaipur,Kakinada,1744.075
Jaipur,Kalaburagi,1360.028
Jaipur,Kanpur,521.738
Jaipur,Karnal,383.658
Jaipur,Karur,2128.141
Jaipur,Kochi,2230.883
Jaipur,Kolhapur,1350.930
Jaipur,Kolkata,1505.911
Jaipur,Kollam,2371.162
Jaipur,Korba,1194.189
Jaipur,Kota,276.854
Jaipur,Kozhikode,2106.062
Jaipur,Kurnool,1539.475
Jaipur,Latur,1220.250
Jaipur,Lucknow,569.020
Jaipur,Ludhiana,505.190
Jaipur,Madurai,2270.678
Jaipur,Mangaluru,1864.779
Jaipur,Mathura,224.023
Jaipur,Meerut,358.904
Jaipur,Moradabad,465.682
Jaipur,Mumbai,1141.415
Jaipur,Muzaffarnagar,415.683
Jaipur,Muzaffarpur,1084.805
Jaipur,Mysuru,1898.840
Jaipur,Nagercoil,2486.548
Jaipur,Nagpur,935.207
Jaipur,Nanded,1075.422
Jaipur,Nashik,956.089
Jaipur,Nellore,1844.088
Jaipur,Pathankot,675.207
Jaipur,Patiala,448.379
Jaipur,Patna,1077.073
Jaipur,Prayagraj,715.614
Jaipur,Puducherry,2132.729
Jaipur,Pune,1142.439
Jaipur,Purnia,1331.139
Jaipur,Raipur,1146.873
Jaipur,Rajamahendravaram,1686.120
Jaipur,Rajapalayam,2353.639
Jaipur,Rajkot,871.803
Jaipur,Ranchi,1248.737
Jaipur,Ratlam,490.461
Jaipur,Rewa,822.673
Jaipur,Rohtak,275.472
Jaipur,Rourkela,1417.297
Jaipur,Saharanpur,433.692
Jaipur,Salem,2035.546
Jaipur,Sambalpur,1358.709
Jaipur,Satna,717.639
Jaipur,Saugor,637.051
Jaipur,Shillong,1949.349
Jaipur,Shimla,579.257
Jaipur,Shivamogga,1713.009
Jaipur,Sholapur,1255.699
Jaipur,Silchar,2089.040
Jaipur,Siliguri,1441.355
Jaipur,Sitapur,569.442
Jaipur,Sonipat,301.819
Jaipur,Srinagar,982.622
Jaipur,Surat,881.620
Jaipur,Thanjavur,2216.867
Jaipur,Thiruvananthapuram,2442.519
Jaipur,Thrissur,2161.441
Jaipur,Tiruchirappalli,2169.854
Jaipur,Tirunelveli,2405.185
Jaipur,Tirupati,1876.885
Jaipur,Tiruppur,2131.343
Jaipur,Tumkur,1773.024
Jaipur,Udaipur,394.439
Jaipur,Udupi,1811.849
Jaipur,Ujjain,485.678
Jaipur,Vadodara,745.699
Jaipur,Varanasi,839.049
Jaipur,Vellore,1990.033
Jaipur,Vijayawada,1624.736
Jaipur,Visakhapatnam,1726.139
Jaipur,Warangal,1377.918
Jalandhar,Jalgaon,1370.456
Jalandhar,Jammu,221.547
Jalandhar,Jamnagar,1238.584
Jalandhar,Jamshedpur,1635.996
Jalandhar,Jhansi,804.680
Jalandhar,Jodhpur,679.807
Jalandhar,Kakinada,2154.633
Jalandhar,Kalaburagi,1895.334
Jalandhar,Kanpur,816.004
Jalandhar,Karnal,249.846
Jalandhar,Karur,2663.447
Jalandhar,Kochi,2766.189
Jalandhar,Kolhapur,1886.236
Jalandhar,Kolkata,1772.386
Jalandhar,Kollam,2906.468
Jalandhar,Korba,1555.028
Jalandhar,Kota,812.160
Jalandhar,Kozhikode,2641.368
Jalandhar,Kurnool,2074.780
Jalandhar,Latur,1755.556
Jalandhar,Lucknow,804.852
Jalandhar,Ludhiana,60.651
Jalandhar,Madurai,2805.984
Jalandhar,Mangaluru,2400.085
Jalandhar,Mathura,514.903
Jalandhar,Meerut,360.324
Jalandhar,Moradabad,477.224
Jalandhar,Mumbai,1676.721
Jalandhar,Muzaffarnagar,331.616
Jalandhar,Muzaffarpur,1320.638
Jalandhar,Mysuru,2434.146
Jalandhar,Nagercoil,3021.854
Jalandhar,Nagpur,1470.513
Jalandhar,Nanded,1610.727
Jalandhar,Nashik,1491.395
Jalandhar,Nellore,2379.394
Jalandhar,Pathankot,113.900
Jalandhar,Patiala,172.539
Jalandhar,Patna,1312.906
Jalandhar,Prayagraj,989.984
Jalandhar,Puducherry,2668.035
Jalandhar,Pune,1677.745
Jalandhar,Purnia,1566.972
Jalandhar,Raipur,1505.682
Jalandhar,Rajamahendravaram,2129.548
Jalandhar,Rajapalayam,2888.945
Jalandhar,Rajkot,1220.740
Jalandhar,Ranchi,1515.211
Jalandhar,Ratlam,1025.767
Jalandhar,Rewa,1119.823
Jalandhar,Rohtak,313.426
Jalandhar,Rourkela,1683.772
Jalandhar,Saharanpur,265.711
Jalandhar,Salem,2570.852
Jalandhar,Sambalpur,1653.491
Jalandhar,Satna,1103.940
Jalandhar,Saugor,1006.641
Jalandhar,Shillong,2185.182
Jalandhar,Shimla,253.314
Jalandhar,Shivamogga,2248.315
Jalandhar,Sholapur,1791.005
Jalandhar,Silchar,2355.514
Jalandhar,Siliguri,1677.188
Jalandhar,Sitapur,738.329
Jalandhar,Sonipat,321.792
Jalandhar,Srinagar,421.316
Jalandhar,Surat,1416.927
Jalandhar,Thanjavur,2752.172
Jalandhar,Thiruvananthapuram,2977.825
Jalandhar,Thrissur,2696.747
Jalandhar,Tiruchirappalli,2705.160
Jalandhar,Tirunelveli,2940.491
Jalandhar,Tirupati,2412.191
Jalandhar,Tiruppur,2666.649
Jalandhar,Tumkur,2308.330
Jalandhar,Udaipur,933.139
Jalandhar,Udupi,2347.155
Jalandhar,Ujjain,1020.984
Jalandhar,Vadodara,1281.005
Jalandhar,Varanasi,1105.524
Jalandhar,Vellore,2525.339
Jalandhar,Vijayawada,2160.042
Jalandhar,Visakhapatnam,2084.949
Jalandhar,Warangal,1913.224
Jalgaon,Jammu,1593.007
Jalgaon,Jamnagar,739.769
Jalgaon,Jamshedpur,1398.299
Jalgaon,Jhansi,768.748
Jalgaon,Jodhpur,876.249
Jalgaon,Kakinada,1048.215
Jalgaon,Kalaburagi,543.958
Jalgaon,Kanpur,950.156
Jalgaon,Karnal,1165.966
Jalgaon,Karur,1345.065
Jalgaon,Kochi,1447.807
Jalgaon,Kolhapur,590.495
Jalgaon,Kolkata,1569.393
Jalgaon,Kollam,1588.086
Jalgaon,Korba,934.444
Jalgaon,Kota,594.190
Jalgaon,Kozhikode,1322.986
Jalgaon,Kurnool,811.702
Jalgaon,Latur,402.922
Jalgaon,Lucknow,1032.144
Jalgaon,Ludhiana,1315.344
Jalgaon,Madurai,1487.602
Jalgaon,Mangaluru,1093.649
Jalgaon,Mathura,951.122
Jalgaon,Meerut,1085.847
Jalgaon,Moradabad,1192.624
Jalgaon,Mumbai,412.230
Jalgaon,Muzaffarnagar,1142.625
Jalgaon,Muzaffarpur,1405.505
Jalgaon,Mysuru,1115.764
Jalgaon,Nagercoil,1703.472
Jalgaon,Nagpur,456.214
Jalgaon,Nanded,370.679
Jalgaon,Nashik,245.404
Jalgaon,Nellore,1104.776
Jalgaon,Pathankot,1485.361
Jalgaon,Patiala,1258.533
Jalgaon,Patna,1345.236
Jalgaon,Prayagraj,1020.715
Jalgaon,Puducherry,1349.653
Jalgaon,Pune,387.863
Jalgaon,Purnia,1640.535
Jalgaon,Raipur,737.631
Jalgaon,Rajamahendravaram,990.260
Jalgaon,Rajapalayam,1570.562
Jalgaon,Rajkot,650.735
Jalgaon,Ranchi,1279.538
Jalgaon,Ratlam,372.387
Jalgaon,Rewa,885.503
Jalgaon,Rohtak,1080.000
Jalgaon,Rourkela,1173.144
Jalgaon,Saharanpur,1182.756
Jalgaon,Salem,1252.469
Jalgaon,Sambalpur,1008.599
Jalgaon,Satna,856.738
Jalgaon,Saugor,588.973
Jalgaon,Shillong,2223.584
Jalgaon,Shimla,1390.132
Jalgaon,Shivamogga,929.933
Jalgaon,Sholapur,441.384
Jalgaon,Silchar,2201.562
Jalgaon,Siliguri,1764.886
Jalgaon,Sitapur,1126.292
Jalgaon,Sonipat,1066.009
Jalgaon,Srinagar,1792.776
Jalgaon,Surat,321.777
Jalgaon,Thanjavur,1433.790
Jalgaon,Thiruvananthapuram,1659.443
Jalgaon,Thrissur,1378.365
Jalgaon,Tiruchirappalli,1386.778
Jalgaon,Tirunelveli,1622.109
Jalgaon,Tirupati,1149.113
Jalgaon,Tiruppur,1348.267
Jalgaon,Tumkur,989.948
Jalgaon,Udaipur,619.232
Jalgaon,Udupi,1040.718
Jalgaon,Ujjain,351.483
Jalgaon,Vadodara,363.646
Jalgaon,Varanasi,1120.015
Jalgaon,Vellore,1206.957
Jalgaon,Vijayawada,906.734
Jalgaon,Visakhapatnam,1174.253
Jalgaon,Warangal,682.058
Jammu,Jamnagar,1459.733
Jammu,Jamshedpur,1854.272
Jammu,Jhansi,1022.956
Jammu,Jodhpur,900.956
Jammu,Kakinada,2372.909
Jammu,Kalaburagi,2113.610
Jammu,Kanpur,1034.280
Jammu,Karnal,468.122
Jammu,Karur,2881.723
Jammu,Kochi,2984.465
Jammu,Kolhapur,2104.512
Jammu,Kolkata,1990.662
Jammu,Kollam,3124.744
Jammu,Korba,1773.304
Jammu,Kota,1030.436
Jammu,Kozhikode,2859.644
Jammu,Kurnool,2293.057
Jammu,Latur,1973.832
Jammu,Lucknow,1023.129
Jammu,Ludhiana,278.927
Jammu,Madurai,3024.260
Jammu,Mangaluru,2618.361
Jammu,Mathura,733.179
Jammu,Meerut,578.600
Jammu,Moradabad,695.500
Jammu,Mumbai,1894.997
Jammu,Muzaffarnagar,554.071
Jammu,Muzaffarpur,1538.914
Jammu,Mysuru,2652.422
Jammu,Nagercoil,3240.130
Jammu,Nagpur,1688.789
Jammu,Nanded,1829.004
Jammu,Nashik,1709.671
Jammu,Nellore,2597.670
Jammu,Pathankot,106.178
Jammu,Patiala,390.815
Jammu,Patna,1531.182
Jammu,Prayagraj,1208.260
Jammu,Puducherry,2886.311
Jammu,Pune,1896.021
Jammu,Purnia,1785.248
Jammu,Raipur,1723.958
Jammu,Rajamahendravaram,2347.824
Jammu,Rajapalayam,3107.221
Jammu,Rajkot,1441.888
Jammu,Ranchi,1733.487
Jammu,Ratlam,1244.043
Jammu,Rewa,1338.099
Jammu,Rohtak,531.702
Jammu,Rourkela,1902.048
Jammu,Saharanpur,488.167
Jammu,Salem,2789.128
Jammu,Sambalpur,1871.767
Jammu,Satna,1322.216
Jammu,Saugor,1224.917
Jammu,Shillong,2403.458
Jammu,Shimla,448.977
Jammu,Shivamogga,2466.591
Jammu,Sholapur,2009.281
Jammu,Silchar,2573.790
Jammu,Siliguri,1895.464
Jammu,Sitapur,956.605
Jammu,Sonipat,540.068
Jammu,Srinagar,235.379
Jammu,Surat,1635.203
Jammu,Thanjavur,2970.448
Jammu,Thiruvananthapuram,3196.101
Jammu,Thrissur,2915.023
Jammu,Tiruchirappalli,2923.436
Jammu,Tirunelveli,3158.767
Jammu,Tirupati,2630.468
Jammu,Tiruppur,2884.925
Jammu,Tumkur,2526.606
Jammu,Udaipur,1154.287
Jammu,Udupi,2565.430
Jammu,Ujjain,1239.260
Jammu,Vadodara,1499.281
Jammu,Varanasi,1323.800
Jammu,Vellore,2743.615
Jammu,Vijayawada,2378.318
Jammu,Visakhapatnam,2303.225
Jammu,Warangal,2131.500
Jamnagar,Jamshedpur,2056.822
Jamnagar,Jhansi,1134.884
Jamnagar,Jodhpur,613.534
Jamnagar,Kakinada,1775.261
Jamnagar,Kalaburagi,1245.639
Jamnagar,Kanpur,1364.317
Jamnagar,Karnal,1251.831
Jamnagar,Karur,1978.553
Jamnagar,Kochi,2081.295
Jamnagar,Kolhapur,1127.862
Jamnagar,Kolkata,2256.910
Jamnagar,Kollam,2221.574
Jamnagar,Korba,1582.320
Jamnagar,Kota,847.530
Jamnagar,Kozhikode,1956.474
Jamnagar,Kurnool,1504.929
Jamnagar,Latur,1120.870
Jamnagar,Lucknow,1446.345
Jamnagar,Ludhiana,1222.621
Jamnagar,Madurai,2121.090
Jamnagar,Mangaluru,1650.898
Jamnagar,Mathura,1204.463
Jamnagar,Meerut,1339.188
Jamnagar,Moradabad,1445.965
Jamnagar,Mumbai,769.752
Jamnagar,Muzaffarnagar,1319.884
Jamnagar,Muzaffarpur,1965.632
Jamnagar,Mysuru,1749.252
Jamnagar,Nagercoil,2336.960
Jamnagar,Nagpur,1139.705
Jamnagar,Nanded,1097.724
Jamnagar,Nashik,719.750
Jamnagar,Nellore,1826.440
Jamnagar,Pathankot,1352.025
Jamnagar,Patiala,1233.136
Jamnagar,Patna,1869.255
Jamnagar,Prayagraj,1547.111
Jamnagar,Puducherry,1983.141
Jamnagar,Pune,898.755
Jamnagar,Purnia,2164.554
Jamnagar,Raipur,1425.149
Jamnagar,Rajamahendravaram,1717.305
Jamnagar,Rajapalayam,2204.050
Jamnagar,Rajkot,95.495
Jamnagar,Ranchi,1927.415
Jamnagar,Ratlam,629.598
Jamnagar,Rewa,1409.522
Jamnagar,Rohtak,1151.777
Jamnagar,Rourkela,1859.499
Jamnagar,Saharanpur,1343.675
Jamnagar,Salem,1885.957
Jamnagar,Sambalpur,1696.117
Jamnagar,Satna,1380.757
Jamnagar,Saugor,1082.846
Jamnagar,Shillong,2830.177
Jamnagar,Shimla,1404.880
Jamnagar,Shivamogga,1563.421
Jamnagar,Sholapur,1106.111
Jamnagar,Silchar,2889.080
Jamnagar,Siliguri,2322.182
Jamnagar,Sitapur,1549.881
Jamnagar,Sonipat,1205.302
Jamnagar,Srinagar,1659.440
Jamnagar,Surat,509.958
Jamnagar,Thanjavur,2067.278
Jamnagar,Thiruvananthapuram,2292.930
Jamnagar,Thrissur,2011.853
Jamnagar,Tiruchirappalli,2020.265
Jamnagar,Tirunelveli,2255.597
Jamnagar,Tirupati,1816.756
Jamnagar,Tiruppur,1981.755
Jamnagar,Tumkur,1623.436
Jamnagar,Udaipur,565.556
Jamnagar,Udupi,1597.967
Jamnagar,Ujjain,693.891
Jamnagar,Vadodara,376.056
Jamnagar,Varanasi,1674.058
Jamnagar,Vellore,1840.445
Jamnagar,Vijayawada,1633.779
Jamnagar,Visakhapatnam,1901.298
Jamnagar,Warangal,1409.103
Jamshedpur,Jhansi,1073.027
Jamshedpur,Jodhpur,1698.103
Jamshedpur,Kakinada,939.012
Jamshedpur,Kalaburagi,1548.158
Jamshedpur,Kanpur,877.687
Jamshedpur,Karnal,1387.856
Jamshedpur,Karur,1936.197
Jamshedpur,Kochi,2196.266
Jamshedpur,Kolhapur,1792.756
Jamshedpur,Kolkata,283.239
Jamshedpur,Kollam,2322.144
Jamshedpur,Korba,493.177
Jamshedpur,Kota,1394.122
Jamshedpur,Kozhikode,2092.975
Jamshedpur,Kurnool,1464.258
Jamshedpur,Latur,1452.583
Jamshedpur,Lucknow,832.935
Jamshedpur,Ludhiana,1576.854
Jamshedpur,Madurai,2043.307
Jamshedpur,Mangaluru,2062.590
Jamshedpur,Mathura,1187.802
Jamshedpur,Meerut,1276.893
Jamshedpur,Moradabad,1185.243
Jamshedpur,Mumbai,1717.199
Jamshedpur,Muzaffarnagar,1333.637
Jamshedpur,Muzaffarpur,511.149
Jamshedpur,Mysuru,1885.753
Jamshedpur,Nagercoil,2294.604
Jamshedpur,Nagpur,945.107
Jamshedpur,Nanded,1333.710
Jamshedpur,Nashik,1565.023
Jamshedpur,Nellore,1417.160
Jamshedpur,Pathankot,1747.654
Jamshedpur,Patiala,1520.477
Jamshedpur,Patna,445.844
Jamshedpur,Prayagraj,657.011
Jamshedpur,Puducherry,1759.537
Jamshedpur,Pune,1619.123
Jamshedpur,Purnia,567.226
Jamshedpur,Raipur,659.467
Jamshedpur,Rajamahendravaram,974.792
Jamshedpur,Rajapalayam,2161.695
Jamshedpur,Rajkot,1967.443
Jamshedpur,Ranchi,129.629
Jamshedpur,Ratlam,1501.771
Jamshedpur,Rewa,660.853
Jamshedpur,Rohtak,1388.947
Jamshedpur,Rourkela,204.077
Jamshedpur,Saharanpur,1407.427
Jamshedpur,Salem,1845.102
Jamshedpur,Sambalpur,386.488
Jamshedpur,Satna,715.225
Jamshedpur,Saugor,1009.219
Jamshedpur,Shillong,937.430
Jamshedpur,Shimla,1635.679
Jamshedpur,Shivamogga,1871.099
Jamshedpur,Sholapur,1591.209
Jamshedpur,Silchar,915.408
Jamshedpur,Siliguri,671.654
Jamshedpur,Sitapur,920.052
Jamshedpur,Sonipat,1347.701
Jamshedpur,Srinagar,2055.070
Jamshedpur,Surat,1715.292
Jamshedpur,Thanjavur,1920.267
Jamshedpur,Thiruvananthapuram,2363.334
Jamshedpur,Thrissur,2120.681
Jamshedpur,Tiruchirappalli,1914.895
Jamshedpur,Tirunelveli,2213.241
Jamshedpur,Tirupati,1554.751
Jamshedpur,Tiruppur,1964.334
Jamshedpur,Tumkur,1752.599
Jamshedpur,Udaipur,1668.317
Jamshedpur,Udupi,2016.723
Jamshedpur,Ujjain,1403.295
Jamshedpur,Vadodara,1714.843
Jamshedpur,Varanasi,535.597
Jamshedpur,Vellore,1657.083
Jamshedpur,Vijayawada,1127.439
Jamshedpur,Visakhapatnam,797.035
Jamshedpur,Warangal,1202.505
Jhansi,Jodhpur,695.781
Jhansi,Kakinada,1347.526
Jhansi,Kalaburagi,1177.415
Jhansi,Kanpur,231.429
Jhansi,Karnal,569.038
Jhansi,Karur,1946.122
Jhansi,Kochi,2154.928
Jhansi,Kolhapur,1356.691
Jhansi,Kolkata,1208.033
Jhansi,Kollam,2295.207
Jhansi,Korba,745.892
Jhansi,Kota,323.013
Jhansi,Kozhikode,2030.106
Jhansi,Kurnool,1317.005
Jhansi,Latur,1065.110
Jhansi,Lucknow,313.457
Jhansi,Ludhiana,742.823
Jhansi,Madurai,2088.659
Jhansi,Mangaluru,1807.409
Jhansi,Mathura,290.158
Jhansi,Meerut,457.324
Jhansi,Moradabad,515.003
Jhansi,Mumbai,1103.675
Jhansi,Muzaffarnagar,514.067
Jhansi,Muzaffarpur,832.745
Jhansi,Mysuru,1822.884
Jhansi,Nagercoil,2304.529
Jhansi,Nagpur,588.959
Jhansi,Nanded,926.125
Jhansi,Nashik,936.848
Jhansi,Nellore,1497.841
Jhansi,Pathankot,912.840
Jhansi,Patiala,686.012
Jhansi,Patna,776.658
Jhansi,Prayagraj,414.223
Jhansi,Puducherry,1840.218
Jhansi,Pune,1123.198
Jhansi,Purnia,1071.957
Jhansi,Raipur,698.575
Jhansi,Rajamahendravaram,1322.441
Jhansi,Rajapalayam,2171.619
Jhansi,Rajkot,1041.569
Jhansi,Ranchi,950.858
Jhansi,Ratlam,533.732
Jhansi,Rewa,324.345
Jhansi,Rohtak,507.478
Jhansi,Rourkela,954.756
Jhansi,Saharanpur,594.795
Jhansi,Salem,1853.526
Jhansi,Sambalpur,910.412
Jhansi,Satna,269.329
Jhansi,Saugor,202.702
Jhansi,Shillong,1697.289
Jhansi,Shimla,800.457
Jhansi,Shivamogga,1643.693
Jhansi,Sholapur,1155.145
Jhansi,Silchar,1791.161
Jhansi,Siliguri,1189.294
Jhansi,Sitapur,407.605
Jhansi,Sonipat,492.174
Jhansi,Srinagar,1220.255
Jhansi,Surat,924.891
Jhansi,Thanjavur,1983.718
Jhansi,Thiruvananthapuram,2373.259
Jhansi,Thrissur,2085.485
Jhansi,Tiruchirappalli,1978.346
Jhansi,Tirunelveli,2223.166
Jhansi,Tirupati,1635.432
Jhansi,Tiruppur,1949.324
Jhansi,Tumkur,1646.081
Jhansi,Udaipur,597.208
Jhansi,Udupi,1754.478
Jhansi,Ujjain,497.718
Jhansi,Vadodara,788.970
Jhansi,Varanasi,541.170
Jhansi,Vellore,1712.910
Jhansi,Vijayawada,1278.489
Jhansi,Visakhapatnam,1277.842
Jhansi,Warangal,1031.671
Jodhpur,Kakinada,1878.238
Jodhpur,Kalaburagi,1434.943
Jodhpur,Kanpur,854.338
Jodhpur,Karnal,618.548
Jodhpur,Karur,2167.856
Jodhpur,Kochi,2270.599
Jodhpur,Kolhapur,1317.166
Jodhpur,Kolkata,1838.511
Jodhpur,Kollam,2410.878
Jodhpur,Korba,1430.292
Jodhpur,Kota,376.572
Jodhpur,Kozhikode,2145.777
Jodhpur,Kurnool,1694.233
Jodhpur,Latur,1252.040
Jodhpur,Lucknow,901.620
Jodhpur,Ludhiana,664.363
Jodhpur,Madurai,2310.394
Jodhpur,Mangaluru,1840.201
Jodhpur,Mathura,556.623
Jodhpur,Meerut,643.111
Jodhpur,Moradabad,756.713
Jodhpur,Mumbai,959.056
Jodhpur,Muzaffarnagar,686.607
Jodhpur,Muzaffarpur,1417.405
Jodhpur,Mysuru,1938.555
Jodhpur,Nagercoil,2526.264
Jodhpur,Nagpur,1069.369
Jodhpur,Nanded,1215.739
Jodhpur,Nashik,909.053
Jodhpur,Nellore,1949.836
Jodhpur,Pathankot,793.767
Jodhpur,Patiala,636.625
Jodhpur,Patna,1409.673
Jodhpur,Prayagraj,1048.214
Jodhpur,Puducherry,2172.445
Jodhpur,Pune,1088.059
Jodhpur,Purnia,1663.739
Jodhpur,Raipur,1354.813
Jodhpur,Rajamahendravaram,1820.283
Jodhpur,Rajapalayam,2393.354
Jodhpur,Rajkot,595.273
Jodhpur,Ranchi,1581.336
Jodhpur,Ratlam,538.866
Jodhpur,Rewa,1023.502
Jodhpur,Rohtak,518.500
Jodhpur,Rourkela,1653.912
Jodhpur,Saharanpur,710.398
Jodhpur,Salem,2075.261
Jodhpur,Sambalpur,1625.781
Jodhpur,Satna,968.486
Jodhpur,Saugor,826.450
Jodhpur,Shillong,2281.950
Jodhpur,Shimla,812.649
Jodhpur,Shivamogga,1752.725
Jodhpur,Sholapur,1295.414
Jodhpur,Silchar,2421.640
Jodhpur,Siliguri,1773.955
Jodhpur,Sitapur,902.042
Jodhpur,Sonipat,572.025
Jodhpur,Srinagar,1101.182
Jodhpur,Surat,699.262
Jodhpur,Thanjavur,2256.581
Jodhpur,Thiruvananthapuram,2482.234
Jodhpur,Thrissur,2201.157
Jodhpur,Tiruchirappalli,2209.569
Jodhpur,Tirunelveli,2444.901
Jodhpur,Tirupati,2006.060
Jodhpur,Tiruppur,2171.059
Jodhpur,Tumkur,1812.740
Jodhpur,Udaipur,254.744
Jodhpur,Udupi,1787.271
Jodhpur,Ujjain,622.430
Jodhpur,Vadodara,565.360
Jodhpur,Varanasi,1171.649
Jodhpur,Vellore,2029.748
Jodhpur,Vijayawada,1758.899
Jodhpur,Visakhapatnam,1890.242
Jodhpur,Warangal,1512.081
Kakinada,Kalaburagi,674.372
Kakinada,Kanpur,1462.697
Kakinada,Karnal,1920.485
Kakinada,Karur,993.528
Kakinada,Kochi,1253.597
Kakinada,Kolhapur,993.845
Kakinada,Kolkata,1024.539
Kakinada,Kollam,1379.475
Kakinada,Korba,837.195
Kakinada,Kota,1503.067
Kakinada,Kozhikode,1178.561
Kakinada,Kurnool,552.851
Kakinada,Latur,740.916
Kakinada,Lucknow,1448.338
Kakinada,Ludhiana,2094.270
Kakinada,Madurai,1100.638
Kakinada,Mangaluru,1161.071
Kakinada,Mathura,1641.605
Kakinada,Meerut,1918.016
Kakinada,Moradabad,1826.365
Kakinada,Mumbai,1150.897
Kakinada,Muzaffarnagar,1974.759
Kakinada,Muzaffarpur,1411.704
Kakinada,Mysuru,971.339
Kakinada,Nagercoil,1351.935
Kakinada,Nagpur,813.474
Kakinada,Nanded,701.700
Kakinada,Nashik,1127.782
Kakinada,Nellore,474.491
Kakinada,Pathankot,2264.287
Kakinada,Patiala,2037.459
Kakinada,Patna,1346.398
Kakinada,Prayagraj,1241.082
Kakinada,Puducherry,816.868
Kakinada,Pune,1004.188
Kakinada,Purnia,1386.130
Kakinada,Raipur,652.355
Kakinada,Rajamahendravaram,63.385
Kakinada,Rajapalayam,1219.025
Kakinada,Rajkot,1685.737
Kakinada,Ranchi,1034.327
Kakinada,Ratlam,1355.785
Kakinada,Rewa,1112.789
Kakinada,Rohtak,1858.926
Kakinada,Rourkela,883.724
Kakinada,Saharanpur,2048.549
Kakinada,Salem,902.433
Kakinada,Sambalpur,744.484
Kakinada,Satna,1203.419
Kakinada,Saugor,1166.300
Kakinada,Shillong,1678.730
Kakinada,Shimla,2151.905
Kakinada,Shivamogga,959.692
Kakinada,Sholapur,753.990
Kakinada,Silchar,1656.708
Kakinada,Siliguri,1517.609
Kakinada,Sitapur,1535.457
Kakinada,Sonipat,1843.621
Kakinada,Srinagar,2571.702
Kakinada,Surat,1318.389
Kakinada,Thanjavur,977.598
Kakinada,Thiruvananthapuram,1420.665
Kakinada,Thrissur,1178.012
Kakinada,Tiruchirappalli,972.226
Kakinada,Tirunelveli,1270.572
Kakinada,Tirupati,612.082
Kakinada,Tiruppur,1021.665
Kakinada,Tumkur,851.080
Kakinada,Udaipur,1635.426
Kakinada,Udupi,1105.315
Kakinada,Ujjain,1298.643
Kakinada,Vadodara,1398.649
Kakinada,Varanasi,1250.621
Kakinada,Vellore,714.414
Kakinada,Vijayawada,216.031
Kakinada,Visakhapatnam,153.403
Kakinada,Warangal,367.601
Kalaburagi,Kanpur,1313.539
